id,path,text_spt,text_original,ref_normalized,hyp_normalized,wer,sequence_similarity,duration,sentence_checked
156,12888.wav,Bu yerda boradigan o'zbek yoshlari haqiqatdan grant yutib borgan yigitlar bor.,u yerda boradigan o'zbek yoshlari haqiqatdan grant yutib borgan yigitlar bor.,bu yerda boradigan o'zbek yoshlari haqiqatdan grant yutib borgan yigitlar bor,u yerda boradigan o'zbek yoshlari haqiqatdan grant yutib borgan yigitlar bor,0.0909,0.9935,8.5173125,Bu yerda boradigan o'zbek yoshlari haqiqatdan grant yutib borgan yigitlar bor.
157,00893.wav,"Shundoq bitta kursni olib bo'ldi, o'shani oxirigacha tugatish kerak. Ya'ni, ularni ham tugatganman, lekin shunchaki bitta ustoz bo'lishi kerak. Ustoz sizni qaysidir ma'noda orient qilib turishi kerak, ya'ni bitta yo'lga yo'naltirib turishi kerak. Bo'ldi, o'sha vaqtda","shundoq bitta kursni olib bo'ldi o'shani oxirigacha kerak. Ya'ni ularni ham tugatganman, lekin shunchaki bitta ustoz bo'lishi kerak. Ustoz sizni qaysidir ma'noda orient qilib turishi kerak, ya'ni bitta yo'lga yo'naltirib turishi kerak. Bo'ldi i o'sha vaqtda",shundoq bitta kursni olib bo'ldi o'shani oxirigacha tugatish kerak ya'ni ularni ham tugatganman lekin shunchaki bitta ustoz bo'lishi kerak ustoz sizni qaysidir ma'noda orient qilib turishi kerak ya'ni bitta yo'lga yo'naltirib turishi kerak bo'ldi o'sha vaqtda,shundoq bitta kursni olib bo'ldi o'shani oxirigacha kerak ya'ni ularni ham tugatganman lekin shunchaki bitta ustoz bo'lishi kerak ustoz sizni qaysidir ma'noda orient qilib turishi kerak ya'ni bitta yo'lga yo'naltirib turishi kerak bo'ldi i o'sha vaqtda,0.0556,0.9785,16.75,"Shundoq bitta kursni olib bo'ldi, o'shani oxirigacha tugatish kerak. Ya'ni, ularni ham tugatganman, lekin shunchaki bitta ustoz bo'lishi kerak. Ustoz sizni qaysidir ma'noda orient qilib turishi kerak, ya'ni bitta yo'lga yo'naltirib turishi kerak. Bo'ldi, va o'sha vaqtda"
158,05343.wav,"input ya'ni shundoq ham ega bo'ladigan o'lchovi, keyingisi esa form control sm ya'ni kichikroq o'lchovga ega bo'lgan input yaratilganini ko'rishimiz mumkin. Agar biz bularni har birini masalan div va klass","default input ya'ni shundoq ham ega bo'ladigan o'lchovi. Keyingisi esa form control SM ya'ni kichikroq o'lchovga ega bo'lgan input yaratilganini ko'rishimiz mumkin. Agar biz bularni har birini, masalan, div va class",input ya'ni shundoq ham ega bo'ladigan o'lchovi keyingisi esa form control sm ya'ni kichikroq o'lchovga ega bo'lgan input yaratilganini ko'rishimiz mumkin agar biz bularni har birini masalan div va klass,default input ya'ni shundoq ham ega bo'ladigan o'lchovi keyingisi esa form control sm ya'ni kichikroq o'lchovga ega bo'lgan input yaratilganini ko'rishimiz mumkin agar biz bularni har birini masalan div va class,0.0667,0.9565,19.0986875,"default input ya'ni shundoq ham ega bo'ladigan o'lchovi, keyingisi esa form control sm ya'ni kichikroq o'lchovga ega bo'lgan input yaratilganini ko'rishimiz mumkin. Agar biz bularni har birini masalan div va class"
159,20512.wav,"Biz o'zi bundan keyin barcha kurslarimiz, ya'ni kursni ishlab chiqish jarayonida biz to'liqligicha bozorni o'rganib, tahlil qilib, mana shu, demak, analizlar yordamida kurslar va kursni ichida nimalar bo'lishi kerak ekanligi shu yordamda tuzilyapti.","Biz oʻzi, bundan keyin barcha kurslarimiz,
yaʼni kursni ishlab chiqish jarayonida, biz toʻliqlikcha bozorni oʻrganib, tahlil qilib, mana shu, demak, analizlar yordamida kurslar va kursni ichida nimalar boʻlishi kerak ekanligi shu yordamda tuzilyapti.",biz o'zi bundan keyin barcha kurslarimiz ya'ni kursni ishlab chiqish jarayonida biz to'liqligicha bozorni o'rganib tahlil qilib mana shu demak analizlar yordamida kurslar va kursni ichida nimalar bo'lishi kerak ekanligi shu yordamda tuzilyapti,biz o'zi bundan keyin barcha kurslarimiz ya'ni kursni ishlab chiqish jarayonida biz to'liqlikcha bozorni o'rganib tahlil qilib mana shu demak analizlar yordamida kurslar va kursni ichida nimalar bo'lishi kerak ekanligi shu yordamda tuzilyapti,0.0303,0.4907,18.6566875,"Biz o'zi bundan keyin barcha kurslarimiz, ya'ni kursni ishlab chiqish jarayonida biz to'liqligicha bozorni o'rganib, tahlil qilib, mana shu, demak, analizlar yordamida kurslar va kursni ichida nimalar bo'lishi kerak ekanligi shu yordamda tuzilyapti."
160,16420.wav,"darajani ham iloji bo'lsa junior bo'lganingizdan keyin keyin middle pozitsiyalarga topshirib ko'rsangiz bo'ladi, ya'ni junior bo'lib turib ham middlega ishga kirib olishingiz mumkin bo'ladi-da. Asosan savollar bir xil bo'ladi, hech qanaqa bir farq sezmaganman.","darajani ham iloji bo'lsa junior bo'lib olganingizdan keyin, keyin middle pozitsiyalarga topshirib ko'rsangiz bo'ladi. Ya'ni junior bo'lib turib ham middlega ishga kirib olishingiz mumkin bo'ladi-da. Asosan savollar bir xil bo'ladi. Hech qanaqa bir farq sezmaganman.",darajani ham iloji bo'lsa junior bo'lganingizdan keyin keyin middle pozitsiyalarga topshirib ko'rsangiz bo'ladi ya'ni junior bo'lib turib ham middlega ishga kirib olishingiz mumkin bo'ladi-da asosan savollar bir xil bo'ladi hech qanaqa bir farq sezmaganman,darajani ham iloji bo'lsa junior bo'lib olganingizdan keyin keyin middle pozitsiyalarga topshirib ko'rsangiz bo'ladi ya'ni junior bo'lib turib ham middlega ishga kirib olishingiz mumkin bo'ladi-da asosan savollar bir xil bo'ladi hech qanaqa bir farq sezmaganman,0.0588,0.9903,13.655375,"darajani ham iloji bo'lsa junior bo'lganingizdan keyin keyin middle pozitsiyalarga topshirib ko'rsangiz bo'ladi, ya'ni junior bo'lib turib ham middlega ishga kirib olishingiz mumkin bo'ladi-da. Asosan savollar bir xil bo'ladi, hech qanaqa bir farq sezmaganman."
161,01280.wav,"O'zbek mulohazat bo'lishi mumkin yuzma-yuz, onlaynda va hokazo. Turli tillarda bo'lishi mumkin rus tilida, ingliz tilida, o'zbek tilida bo'lishi mumkin.","ogʻzaki muloqot boʻlishi mumkin, yuzma-yuz, onlaynda va hokazo. Turli tillarda boʻlishi mumkin, rus tilida, ingliz tilida, oʻzbek tilida boʻlishi mumkin.",o'zbek mulohazat bo'lishi mumkin yuzma-yuz onlaynda va hokazo turli tillarda bo'lishi mumkin rus tilida ingliz tilida o'zbek tilida bo'lishi mumkin,og'zaki muloqot bo'lishi mumkin yuzma-yuz onlaynda va hokazo turli tillarda bo'lishi mumkin rus tilida ingliz tilida o'zbek tilida bo'lishi mumkin,0.1,0.9625,10.661375,"O'g'zaki muloqot bo'lishi mumkin yuzma-yuz, onlaynda va hokazo. Turli tillarda bo'lishi mumkin rus tilida, ingliz tilida, o'zbek tilida bo'lishi mumkin."
162,20546.wav,"va oxirida youtuber hamman, ya'ni Youtubeda kanal jo'nataman, kanal yuritaman, lekin oxirgi menimcha bir yildan beri post qilmadim. Mana shunaqa turib olishim kerak ekan-ku. Bir yildan beri post qilmadim, lekin Xudo xohlasa post qilish, yana davom ettirish niyat bor. Unda boshladik. Birinchisi ta'lim.","va oxirida youtuber hamman, ya'ni Youtubeda kanal jo'nataman, e kanal yuritaman. Lekin oxirgi menimcha bir yildan beri post qilmadim. Mana shunaqa turib olishim kerak ekan shu. Bir yildan beri post qilmadim. Lekin Xudo xohlasa, post qilish yana davom ettirish niyat bor. Unda boshladik. Birinchisi ta'lim.",va oxirida youtuber hamman ya'ni youtubeda kanal jo'nataman kanal yuritaman lekin oxirgi menimcha bir yildan beri post qilmadim mana shunaqa turib olishim kerak ekan-ku bir yildan beri post qilmadim lekin xudo xohlasa post qilish yana davom ettirish niyat bor unda boshladik birinchisi ta'lim,va oxirida youtuber hamman ya'ni youtubeda kanal jo'nataman e kanal yuritaman lekin oxirgi menimcha bir yildan beri post qilmadim mana shunaqa turib olishim kerak ekan shu bir yildan beri post qilmadim lekin xudo xohlasa post qilish yana davom ettirish niyat bor unda boshladik birinchisi ta'lim,0.0698,0.9881,19.397375,"va oxirida youtuber hamman, ya'ni Youtubeda kanal jo'nataman, kanal yuritaman, lekin oxirgi menimcha bir yildan beri post qilmadim. Mana shunaqa turib olishim kerak ekan-ku. Bir yildan beri post qilmadim, lekin Xudo xohlasa post qilish, yana davom ettirish niyat bor. Unda boshladik. Birinchisi ta'lim."
163,12857.wav,"yoki islomiy finans, o'sha islomiy moliyalar o'qitilar ekan. Kuchli-kuchli mutaxassislar jalb qilinib, olimlar shu yerda dars berib, bolalarga ilm berishar ekan. Keyin shu darajada ko'rdimki rivojlanganini u yerdagi jamiyatlarni","yoki islomiy finance o'sha islomiy moliyalar o'qitilar ekan. kuchli-kuchli mutaxassislar jalb qilinib, olimlar, shu yerda dars berib, bolalarni ilm berishar ekan. Keyin shu darajada ko'rdimki, rivojlanganini u yerdagi jamiyatlarni,",yoki islomiy finans o'sha islomiy moliyalar o'qitilar ekan kuchli-kuchli mutaxassislar jalb qilinib olimlar shu yerda dars berib bolalarga ilm berishar ekan keyin shu darajada ko'rdimki rivojlanganini u yerdagi jamiyatlarni,yoki islomiy finance o'sha islomiy moliyalar o'qitilar ekan kuchli-kuchli mutaxassislar jalb qilinib olimlar shu yerda dars berib bolalarni ilm berishar ekan keyin shu darajada ko'rdimki rivojlanganini u yerdagi jamiyatlarni,0.069,0.6801,14.864,"yoki islomiy finans, o'sha islomiy moliyalar o'qitilar ekan. Kuchli-kuchli mutaxassislar jalb qilinib, olimlar shu yerda dars berib, bolalarga ilm berishar ekan. Keyin shu darajada ko'rdimki rivojlanganini u yerdagi jamiyatlarni"
164,10468.wav,"Men seni bilaman, lekin hech narsa tushunmayman-da. Yoki ingliz tilida endi Koreyaga borganimizdan keyin internet bemalol bo'lgan, Youtubelar bemalol edi. Kirib bir narsa ko'rardim, hech narsa tushunmasdim-da. Keyin majbur bo'lganman onlayn o'qishga, chunki endi u yoqda alohida ingliz tili kursi yo'q edi biz uchun.","ingliz tilini bilaman, lekin hech narsa tushunmayman-da. Yoki ingliz tilida, endi Koreyaga borganimizdan keyin internet bemalol boʻlgan, Youtubelar bemalol edi. Kirib bir narsa koʻrardim, hech narsa tushunmasdim-da. Keyin majbur boʻlganman onlayn oʻqishga, chunki endi u yoqda alohida ingliz tilida kurs yoʻq edi biz uchun.",men seni bilaman lekin hech narsa tushunmayman-da yoki ingliz tilida endi koreyaga borganimizdan keyin internet bemalol bo'lgan youtubelar bemalol edi kirib bir narsa ko'rardim hech narsa tushunmasdim-da keyin majbur bo'lganman onlayn o'qishga chunki endi u yoqda alohida ingliz tili kursi yo'q edi biz uchun,ingliz tilini bilaman lekin hech narsa tushunmayman-da yoki ingliz tilida endi koreyaga borganimizdan keyin internet bemalol bo'lgan youtubelar bemalol edi kirib bir narsa ko'rardim hech narsa tushunmasdim-da keyin majbur bo'lganman onlayn o'qishga chunki endi u yoqda alohida ingliz tilida kurs yo'q edi biz uchun,0.0909,0.9518,17.8186875,"Ingiliz tilini bilaman, lekin hech narsa tushunmayman-da. Yoki ingliz tilida endi Koreyaga borganimizdan keyin internet bemalol bo'lgan, Youtubelar bemalol edi. Kirib bir narsa ko'rardim, hech narsa tushunmasdim-da. Keyin majbur bo'lganman onlayn o'qishga, chunki endi u yoqda alohida ingliz tili kursi yo'q edi biz uchun."
165,01088.wav,"O'zi rejamiz misol uchun har yili kamida 1000 tadan mutaxassis tayyorlash, ya'ni mohir pulni ichini o'zida bir kamida 1000 ta odamni tayyorlashimiz kerak har yili.","o'zi rejamiz misol uchun har yili kamida 1000 tadan mutaxassis tayyorlash, ya'ni Mohir qo'lni ichini o'zida bir kamida 1000 ta odamni tayyorlashimiz kerak har yili.",o'zi rejamiz misol uchun har yili kamida ming tadan mutaxassis tayyorlash ya'ni mohir pulni ichini o'zida bir kamida mingta odamni tayyorlashimiz kerak har yili,o'zi rejamiz misol uchun har yili kamida ming tadan mutaxassis tayyorlash ya'ni mohir qo'lni ichini o'zida bir kamida mingta odamni tayyorlashimiz kerak har yili,0.0417,0.9844,11.309375,"O'zi rejamiz misol uchun har yili kamida 1000 tadan mutaxassis tayyorlash, ya'ni mohir qo'lni ichini o'zida bir kamida 1000 ta odamni tayyorlashimiz kerak har yili."
166,12097.wav,"Tushunarli, rahmat javoblaringiz uchun. Aynan bugungi podkastimizga biz jamoamiz bilan kelishgan holda yangilik qo'shdik. Mehmonimizga blitz savollar beramiz. Birinchi savol, band bo'lish baxtli bo'lishmi? Yo'q.","Tushunarli, rahmat javoblaringiz uchun. Aynan bugungi podkastimizga biz jamoamiz bilan kelishgan holda yangilik qo'shdik. A-a, mehmonimizga blits savollar beramiz. Birinchi savol, band bo'lish baxtli bo'lishmi? Yo'q.",tushunarli rahmat javoblaringiz uchun aynan bugungi podkastimizga biz jamoamiz bilan kelishgan holda yangilik qo'shdik mehmonimizga blitz savollar beramiz birinchi savol band bo'lish baxtli bo'lishmi yo'q,tushunarli rahmat javoblaringiz uchun aynan bugungi podkastimizga biz jamoamiz bilan kelishgan holda yangilik qo'shdik a-a mehmonimizga blits savollar beramiz birinchi savol band bo'lish baxtli bo'lishmi yo'q,0.08,0.9854,19.4613125,"Tushunarli, rahmat javoblaringiz uchun. Aynan bugungi podkastimizga biz jamoamiz bilan kelishgan holda yangilik qo'shdik. Mehmonimizga blits savollar beramiz. Birinchi savol, band bo'lish baxtli bo'lishmi? Yo'q."
167,19219.wav,"Mana eski holatiga qaytarib qo'yaman va buni saqlab, veb brauzerga o'tib qayta yuklaydigan bo'lsam, mana bizlarda o'zgarish bo'lmadi. Boyagi natijani yana qaytib oldik. Endi ikkinchi qoida bu otstup qoidasi edi. Otstup nima? Mana sizlar HTML","mana eski holatiga qaytarib qoʻyaman va buni saqlab, web brauzerga oʻtib, qayta yuklaydigan boʻlsam, mana bizlarda oʻzgarish boʻlmadi. Boyagi natijani yana qaytib oldik.
Endi ikkinchi qoida bu otstup qoidasi edi. Otstup nima? Mana sizlar HTML",mana eski holatiga qaytarib qo'yaman va buni saqlab veb brauzerga o'tib qayta yuklaydigan bo'lsam mana bizlarda o'zgarish bo'lmadi boyagi natijani yana qaytib oldik endi ikkinchi qoida bu otstup qoidasi edi otstup nima mana sizlar html,mana eski holatiga qaytarib qo'yaman va buni saqlab web brauzerga o'tib qayta yuklaydigan bo'lsam mana bizlarda o'zgarish bo'lmadi boyagi natijani yana qaytib oldik endi ikkinchi qoida bu otstup qoidasi edi otstup nima mana sizlar html,0.0286,0.9957,16.4106875,"Mana eski holatiga qaytarib qo'yaman va buni saqlab, veb brauzerga o'tib qayta yuklaydigan bo'lsam, mana bizlarda o'zgarish bo'lmadi. Boyagi natijani yana qaytib oldik. Endi ikkinchi qoida bu otstup qoidasi edi. Otstup nima? Mana sizlar HTML"
168,06598.wav,"Shu-shu qisqartirilsa kriteriyalar shunaqada. Siz aytdingiz-ku 50% hard skill, 50% soft skill. Hard skill tushunsa bo'ladi. GitHubda kod bor, kod yoki algoritmik savol beriladi. Xo'p, mana savol bo'lishi mumkin, soft skillimni qanaqa ko'rsatib berishim mumkin va qanaqa yaxshilashim mumkin deb, hali experience yo'q odamga.","shu shu qisqaytilsa kriteriylar shunaqada. Siz aytdingiz-ku, 50% hard skill, 50% soft skill. Hard skill tushunsa bo'ladi. Githubda kod bor, kod yoki algoritmik savol beriladi. Xo'p, mana savol bo'lishi mumkin, soft skillimni qanaqa ko'rsatib berishim mumkin va qanaqa yaxshilashim mumkin deb. Hali experience yo'q odamga.",shu-shu qisqartirilsa kriteriyalar shunaqada siz aytdingiz-ku ellik foiz hard skill ellik foiz soft skill hard skill tushunsa bo'ladi githubda kod bor kod yoki algoritmik savol beriladi xo'p mana savol bo'lishi mumkin soft skillimni qanaqa ko'rsatib berishim mumkin va qanaqa yaxshilashim mumkin deb hali experience yo'q odamga,shu shu qisqaytilsa kriteriylar shunaqada siz aytdingiz-ku ellik foiz hard skill ellik foiz soft skill hard skill tushunsa bo'ladi githubda kod bor kod yoki algoritmik savol beriladi xo'p mana savol bo'lishi mumkin soft skillimni qanaqa ko'rsatib berishim mumkin va qanaqa yaxshilashim mumkin deb hali experience yo'q odamga,0.087,0.9186,19.3866875,"Shu-shu qisqartirilsa kriteriyalar shunaqada. Siz aytdingiz-ku 50% hard skill, 50% soft skill. Hard skill tushunsa bo'ladi. GitHubda kod bor, kod yoki algoritmik savol beriladi. Xo'p, mana savol bo'lishi mumkin, soft skillimni qanaqa ko'rsatib berishim mumkin va qanaqa yaxshilashim mumkin deb, hali experience yo'q odamga."
169,05982.wav,"Demak, undan keyingi ko'radiganimiz bu chegarasiz jadvallar va bu table borderless klassiga ega ekan. Buni o'rniga yozib, saqlab veb-saytga o'tadigan bo'lsak, mana endi ko'rishinglar mumkin, jadvallarimiz hech qanday chegaraga ega emas.","Demak, undan keyingi ko'radiganimiz bu chegarasiz jadvallar va bu table borderless classiga ega ekan. Buni o'rniga yozib, saqlab, vebsaytga o'targan bo'lsak, mana endi ko'rishinglar mumkin, jadvallarimiz hech qanday chegaraga ega emas.",demak undan keyingi ko'radiganimiz bu chegarasiz jadvallar va bu table borderless klassiga ega ekan buni o'rniga yozib saqlab veb-saytga o'tadigan bo'lsak mana endi ko'rishinglar mumkin jadvallarimiz hech qanday chegaraga ega emas,demak undan keyingi ko'radiganimiz bu chegarasiz jadvallar va bu table borderless classiga ega ekan buni o'rniga yozib saqlab vebsaytga o'targan bo'lsak mana endi ko'rishinglar mumkin jadvallarimiz hech qanday chegaraga ega emas,0.0968,0.9869,15.35,"Demak, undan keyingi ko'radiganimiz bu chegarasiz jadvallar va bu table borderless klassiga ega ekan. Buni o'rniga yozib, saqlab veb-saytga o'tadigan bo'lsak, mana endi ko'rishinglar mumkin, jadvallarimiz hech qanday chegaraga ega emas."
170,05814.wav,"Element yaratildi va endi sichqonchani olib boradigan bo'lsak, butun kartamiz havolar ko'rinishiga keldi. E'tibor beringlar, faqatgina tugma emas, butun kartamiz hozir bosiladigan ko'rinishga keldi. Bu qanday amalga oshdi? Demak, bizda stretched link klassi","element yaratildi va endi sichqonchani olib boradigan bo'lsak, butun kartimiz havola ko'rinishiga keldi. E'tibor beringlar, faqatgina tugma emas, butun kartimiz hozir bosiladigan ko'rinishga keldi. Bu qanday amalga oshdi? Demak bizda stretched link klassi",element yaratildi va endi sichqonchani olib boradigan bo'lsak butun kartamiz havolar ko'rinishiga keldi e'tibor beringlar faqatgina tugma emas butun kartamiz hozir bosiladigan ko'rinishga keldi bu qanday amalga oshdi demak bizda stretched link klassi,element yaratildi va endi sichqonchani olib boradigan bo'lsak butun kartimiz havola ko'rinishiga keldi e'tibor beringlar faqatgina tugma emas butun kartimiz hozir bosiladigan ko'rinishga keldi bu qanday amalga oshdi demak bizda stretched link klassi,0.0909,0.99,17.2,"Element yaratildi va endi sichqonchani olib boradigan bo'lsak, butun kartimiz havola ko'rinishiga keldi. E'tibor beringlar, faqatgina tugma emas, butun kartimiz hozir bosiladigan ko'rinishga keldi. Bu qanday amalga oshdi? Demak, bizda stretched link klassi"
171,06127.wav,"borasiz va avvalambor o'sha ya'ni project managementga amaliy kirishdan oldin nazariyani tushunib olishingiz kerak. Project managementni qanday bosqichlari bor, ya'ni nazariya, ya'ni teoreticheskiy, ya'ni teoriyada bor kitoblarda yozilgan project management.","borasiz. Va avvalambor o'sha ya'ni project managementni amaliy kirishdan oldin nazariyani tushunib olishingiz kerak. Project managementni qanday bosqichlari bor, ya'ni nazariya. Ya'ni teoreticheski, ya'ni teoriyada bor, kitoblarda yozilgan project management",borasiz va avvalambor o'sha ya'ni project managementga amaliy kirishdan oldin nazariyani tushunib olishingiz kerak project managementni qanday bosqichlari bor ya'ni nazariya ya'ni teoreticheskiy ya'ni teoriyada bor kitoblarda yozilgan project management,borasiz va avvalambor o'sha ya'ni project managementni amaliy kirishdan oldin nazariyani tushunib olishingiz kerak project managementni qanday bosqichlari bor ya'ni nazariya ya'ni teoreticheski ya'ni teoriyada bor kitoblarda yozilgan project management,0.0667,0.9901,19.12,"borasiz va avvalambor o'sha ya'ni project managementga amaliy kirishdan oldin nazariyani tushunib olishingiz kerak. Project managementni qanday bosqichlari bor, ya'ni nazariya, ya'ni teoreticheskiy, ya'ni teoriyada bor kitoblarda yozilgan project management."
172,10674.wav,"Demak, kompyuter bo'lgandan keyin kompyuter o'zi ishlamaydi, albatta dastur. Taqlid qilish nimada ko'rinadi? Muammolarga yechim topishda.","Demak, kompyuter boʻlgandan keyin kompyuter oʻzi-oʻzi ishlamaydi, albatta dastur. Taqlid qilish nimada koʻrinadi? Muammolarga yechim topishda.",demak kompyuter bo'lgandan keyin kompyuter o'zi ishlamaydi albatta dastur taqlid qilish nimada ko'rinadi muammolarga yechim topishda,demak kompyuter bo'lgandan keyin kompyuter o'zi-o'zi ishlamaydi albatta dastur taqlid qilish nimada ko'rinadi muammolarga yechim topishda,0.0625,0.9814,10.437375,"Demak, kompyuter bo'lgandan keyin kompyuter o'zidan-o'zi ishlamaydi, albatta dastur. Taqlid qilish nimada ko'rinadi? Muammolarga yechim topishda. "
173,10209.wav,ya'niki bu ish oynasi deyiladi. Mana shu oyna biz to'liq dizayn qiladigan oynamiz hisoblanadi. Buni keyingi darsimizda batafsilroq tanishib chiqamiz va yana ham kengroq imkoniyatlarni o'rganishda davom etamiz. Keyingi darsimizda ko'rishguncha salomat bo'ling.,"bo'ldi, ya'niki bu ish oynasi deyiladi. Mana shu oyna biz to'liq dizayn qiladigan oynamiz hisoblanadi. Buni keyingi darsimizda batafsilroq tanishib chiqamiz va yana ham kengroq imkoniyatlarni o'rganishda davom etamiz. Keyingi darsimizda ko'rishguncha, salomat bo'ling.",ya'niki bu ish oynasi deyiladi mana shu oyna biz to'liq dizayn qiladigan oynamiz hisoblanadi buni keyingi darsimizda batafsilroq tanishib chiqamiz va yana ham kengroq imkoniyatlarni o'rganishda davom etamiz keyingi darsimizda ko'rishguncha salomat bo'ling,bo'ldi ya'niki bu ish oynasi deyiladi mana shu oyna biz to'liq dizayn qiladigan oynamiz hisoblanadi buni keyingi darsimizda batafsilroq tanishib chiqamiz va yana ham kengroq imkoniyatlarni o'rganishda davom etamiz keyingi darsimizda ko'rishguncha salomat bo'ling,0.0303,0.9865,16.51,bo'ldi ya'niki bu ish oynasi deyiladi. Mana shu oyna biz to'liq dizayn qiladigan oynamiz hisoblanadi. Buni keyingi darsimizda batafsilroq tanishib chiqamiz va yana ham kengroq imkoniyatlarni o'rganishda davom etamiz. Keyingi darsimizda ko'rishguncha salomat bo'ling.
174,13411.wav,"Demak, boshqalar bilan ulashmoqchisiz. Boshqalar ham sizni dasturingizdan foydalanishni xohlayapsiz. Xoh pullik bo'lsin, xoh bepul, xoh bepul bo'lsin, demak, siz mana shu dasturingizni ommaga yoymoqchisiz. Buni qanday qilib yo'lga qo'ysangiz bo'ladi?","demak boshqalar bilan ulashmoqchisiz.
boshqalar ham sizni dasturingizdan foydalanishini xohlayapsiz.
xoh pullik bo'lsin, xoh bepullik, xoh bepul bo'lsin, demak, siz mana shu dasturingizni ommaga yoymoqchisiz.
Buni qanday qilib yo'lga qo'ysangiz bo'ladi?",demak boshqalar bilan ulashmoqchisiz boshqalar ham sizni dasturingizdan foydalanishni xohlayapsiz xoh pullik bo'lsin xoh bepul xoh bepul bo'lsin demak siz mana shu dasturingizni ommaga yoymoqchisiz buni qanday qilib yo'lga qo'ysangiz bo'ladi,demak boshqalar bilan ulashmoqchisiz boshqalar ham sizni dasturingizdan foydalanishini xohlayapsiz xoh pullik bo'lsin xoh bepullik xoh bepul bo'lsin demak siz mana shu dasturingizni ommaga yoymoqchisiz buni qanday qilib yo'lga qo'ysangiz bo'ladi,0.0645,0.8148,16.016,"Demak, boshqalar bilan ulashmoqchisiz. Boshqalar ham sizni dasturingizdan foydalanishni xohlayapsiz. Xoh pullik bo'lsin, xoh bepullik, xoh bepul bo'lsin, demak, siz mana shu dasturingizni ommaga yoymoqchisiz. Buni qanday qilib yo'lga qo'ysangiz bo'ladi?"
175,02546.wav,"va pet loyihalarini tepaga chiqarishingiz mumkin. Misol uchun tajribani qo'shmasligingiz ham mumkin. Misol, tajribangiz bo'lmasa aniq.","va pet loyihalarni tepaga chiqarishingiz mumkin. Misol uchun tajribani qoʻshmasligingiz ham mumkin, misol tajribangiz boʻlmasa aniq.",va pet loyihalarini tepaga chiqarishingiz mumkin misol uchun tajribani qo'shmasligingiz ham mumkin misol tajribangiz bo'lmasa aniq,va pet loyihalarni tepaga chiqarishingiz mumkin misol uchun tajribani qo'shmasligingiz ham mumkin misol tajribangiz bo'lmasa aniq,0.0625,0.9961,7.670875,"va pet loyihalarni tepaga chiqarishingiz mumkin. Misol uchun tajribani qo'shmasligingiz ham mumkin. Misol, tajribangiz bo'lmasa aniq."
176,13243.wav,"Mahsulot zo'r. Uni mahsulotni orqasida tishlangan behi qo'yasizmi, tishlangan sabzi qo'yasizmi farqi yo'qda, mahsulot zo'r.","Mahsulot zo'r. Uni mahsulotni orqasida tishlangan behi qo'yasizmi, tishlangan sabzi qo'yasizmi, farqi yo'q-da. Mahsulot zo'r.",mahsulot zo'r uni mahsulotni orqasida tishlangan behi qo'yasizmi tishlangan sabzi qo'yasizmi farqi yo'qda mahsulot zo'r,mahsulot zo'r uni mahsulotni orqasida tishlangan behi qo'yasizmi tishlangan sabzi qo'yasizmi farqi yo'q-da mahsulot zo'r,0.0667,0.9958,15.61,"Mahsulot zo'r. Uni mahsulotni orqasida tishlangan behi qo'yasizmi, tishlangan sabzi qo'yasizmi farqi yo'q-da, mahsulot zo'r."
177,05915.wav,"rang rangda bo'lishi kerak ekan va endi buning uchun albatta be free qismiga o'tib, endi bu yerda keling dark blue qismini ko'chirib olamiz, bu yerga o'tib joylaymiz, keyingisi uchun ham joylab o'tishimiz kerak. Undan oldingisi","kulrang rangda boʻlishi kerak ekan. Va endi buning uchun albatta best free qismiga oʻtib, endi bu yerda keling dark blue qismini koʻchirib olamiz. Bu yerga oʻtib joylaymiz, keyingisi uchun ham joylab oʻtishimiz kerak. Undan oldingisi",rang rangda bo'lishi kerak ekan va endi buning uchun albatta be free qismiga o'tib endi bu yerda keling dark blue qismini ko'chirib olamiz bu yerga o'tib joylaymiz keyingisi uchun ham joylab o'tishimiz kerak undan oldingisi,kulrang rangda bo'lishi kerak ekan va endi buning uchun albatta best free qismiga o'tib endi bu yerda keling dark blue qismini ko'chirib olamiz bu yerga o'tib joylaymiz keyingisi uchun ham joylab o'tishimiz kerak undan oldingisi,0.0571,0.9889,18.0106875,"kul rang rangda bo'lishi kerak ekan va endi buning uchun albatta basic free qismiga o'tib, endi bu yerda keling dark blue qismini ko'chirib olamiz, bu yerga o'tib joylaymiz, keyingisi uchun ham joylab o'tishimiz kerak. Undan oldingisi"
