id,path,duration,type,char_count,word_count,text_spt,text_original,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
1329,16996.wav,18.63,train,284.0,38.0,"ko'rib o'tamiz va bu build in modullar bizda sass bilan ishlashni ancha osonlashtirib beradi. Demak, buni keyinchalik yana ko'rib o'tamiz kurs davomimizda. Hozirda sizning qiladigan ishingiz faqatgina buni import qilib, ya'ni use yordamida o'zingizni faylingizga yuklab olish bo'ladi.","koʻrib oʻtamiz va bu build in moduleslar bizda SAS bilan ishlashni ancha osonlashtirib beradi. Demak buni keyinchalik yana koʻrib oʻtamiz kurs davomimizda. Hozirda sizning qiladigan ishingiz faqatgina buni import qilib, yaʼni use yordamida oʻzingizni faylingizga yuklab olish boʻladi.",ko'rib o'tamiz va bu build in modullar bizda sass bilan ishlashni ancha osonlashtirib beradi demak buni keyinchalik yana ko'rib o'tamiz kurs davomimizda hozirda sizning qiladigan ishingiz faqatgina buni import qilib ya'ni use yordamida o'zingizni faylingizga yuklab olish bo'ladi,ko'rib o'tamiz va bu build in moduleslar bizda sas bilan ishlashni ancha osonlashtirib beradi demak buni keyinchalik yana ko'rib o'tamiz kurs davomimizda hozirda sizning qiladigan ishingiz faqatgina buni import qilib ya'ni use yordamida o'zingizni faylingizga yuklab olish bo'ladi,0.0526,0.0108,0.9517,38,38
1330,16997.wav,18.032,train,255.0,36.0,"else yozib, ifoda false ko'rinishini olganda ishga tushirish imkoniyatiga ega bo'lamiz. Buning uchun keling bu kodni ko'chirib olamiz. Mana ko'rishingiz mumkin, SCSS kod. Bu yerda demak, bizda theme-colors miksini mavjud va light-theme o'zgaruvchisiga, demak,","else yozib ifoda false ko'rinishda olganda ishga tushirish imkoniyatiga ega bo'lamiz. Buning uchun, keling bu kodni ko'chirib olamiz. Mana ko'rishingiz mumkin SCSS kod. Bu yerda demak, bizda theme colors mixini mavjud va light theme o'zgaruvchisiga, demak",else yozib ifoda false ko'rinishini olganda ishga tushirish imkoniyatiga ega bo'lamiz buning uchun keling bu kodni ko'chirib olamiz mana ko'rishingiz mumkin scss kod bu yerda demak bizda theme-colors miksini mavjud va light-theme o'zgaruvchisiga demak,else yozib ifoda false ko'rinishda olganda ishga tushirish imkoniyatiga ega bo'lamiz buning uchun keling bu kodni ko'chirib olamiz mana ko'rishingiz mumkin scss kod bu yerda demak bizda theme colors mixini mavjud va light theme o'zgaruvchisiga demak,0.1765,0.0279,0.94,34,36
1331,17006.wav,5.221375,train,39.0,7.0,color va colorga bu rang qiymat,primary color va colorga bu rang qiymat,color va colorga bu rang qiymat,primary color va colorga bu rang qiymat,0.1667,0.2581,0.8857,6,7
1332,17008.wav,19.952,train,232.0,37.0,"va birinchisi yana section 1. Bu yerda color, masalan, colorning o'zini ko'rsatib o'tib saqlaydigan bo'lsak, demak, bu yerda color red bo'ldi, lekin biz section 2 ni ichida yana xuddi shunday color va green ko'rsatib, endi color uchun","va birinchisi yana section 1. Bu yerda color, masalan, colorni o'zini ko'rsatib o'tib, saqlaydigan bo'lsak, demak bu yerda color red bo'ldi. Lekin biz section 2 ni ichida yana xuddi shunday color va green ko'rsatib, endi color uchun",va birinchisi yana section bir bu yerda color masalan colorning o'zini ko'rsatib o'tib saqlaydigan bo'lsak demak bu yerda color red bo'ldi lekin biz section ikkini ichida yana xuddi shunday color va green ko'rsatib endi color uchun,va birinchisi yana section bir bu yerda color masalan colorni o'zini ko'rsatib o'tib saqlaydigan bo'lsak demak bu yerda color red bo'ldi lekin biz section ikkini ichida yana xuddi shunday color va green ko'rsatib endi color uchun,0.0278,0.0087,0.2783,36,36
1333,17018.wav,11.62,train,139.0,18.0,"Ya'ni havola yaratish uchun maxsus teg va uning xossalarini ko'rib turibmiz. Demak, biz nestingdan foydalanib, umumiy selektorni tashqariga","ya'ni havola yaratish uchun maxsus tag va uning xossalarini ko'rib turibmiz. Demak, biz nestingdan foydalanib, umumiy selektorni tashqariga",ya'ni havola yaratish uchun maxsus teg va uning xossalarini ko'rib turibmiz demak biz nestingdan foydalanib umumiy selektorni tashqariga,ya'ni havola yaratish uchun maxsus tag va uning xossalarini ko'rib turibmiz demak biz nestingdan foydalanib umumiy selektorni tashqariga,0.0556,0.0074,0.9926,18,18
1334,17027.wav,13.8186875,train,177.0,27.0,mumkin include reset list bor. Demak bu reset listni o'rniga bu uchta CSS xossamizni almashtirib va undan keyin demak LI uchun xossalar ko'rsatib o'tar ekanmiz. Saqlab,ishingiz mumkin. include reset list bor. Demak bu reset listni oʻrniga bu uchta CSS xossamizni almashtirib va undan keyin demak LI uchun xossalar koʻrsatib oʻtar ekanmiz. Saqlab,mumkin include reset list bor demak bu reset listni o'rniga bu uchta css xossamizni almashtirib va undan keyin demak li uchun xossalar ko'rsatib o'tar ekanmiz saqlab,ishingiz mumkin include reset list bor demak bu reset listni o'rniga bu uchta css xossamizni almashtirib va undan keyin demak li uchun xossalar ko'rsatib o'tar ekanmiz saqlab,0.0385,0.0545,0.9735,26,27
1335,17028.wav,15.856,train,199.0,26.0,"JS o'rnatilgan bo'lishi talab qilinadi. Keyingisi yana ko'rishingiz mumkin, faqatgina Windows uchun quyidagi package manager orqali, agar siz MacOS yoki Linux ishlayotgan bo'lsangiz, Homebrew orqali","JS oʻrnatilgan boʻlishi talab qilinadi. Keyingisi yana koʻrishingiz mumkin, faqatgina Windows uchun quyidagi package manager orqali. Agar siz Mac OS yoki Linux ishlayotgan boʻlsangiz, Homebrew orqali",js o'rnatilgan bo'lishi talab qilinadi keyingisi yana ko'rishingiz mumkin faqatgina windows uchun quyidagi package manager orqali agar siz macos yoki linux ishlayotgan bo'lsangiz homebrew orqali,js o'rnatilgan bo'lishi talab qilinadi keyingisi yana ko'rishingiz mumkin faqatgina windows uchun quyidagi package manager orqali agar siz mac os yoki linux ishlayotgan bo'lsangiz homebrew orqali,0.08,0.0052,0.9974,25,26
1336,17039.wav,8.549375,train,100.0,14.0,ko'rinishga egaligini bilib oldik. Endi esa darsimizning ikkinchi qismiga o'tamiz va bu nesting.,xil ko'rinishga egaligini bilib oldik. Endi esa darsimizning ikkinchi qismiga o'tamiz va bu nesting.,ko'rinishga egaligini bilib oldik endi esa darsimizning ikkinchi qismiga o'tamiz va bu nesting,xil ko'rinishga egaligini bilib oldik endi esa darsimizning ikkinchi qismiga o'tamiz va bu nesting,0.0769,0.0426,0.9792,13,14
1337,17062.wav,12.39,train,187.0,27.0,"Bizni o'lchov birliklarimiz ikki xil bo'lsa ham, lekin ular mos keladigan bo'lsa, ularni bir turdan ikkinchi turga o'tkazib, amalni bajarib berar ekan. Keling bu kodni ko'chirib olamiz.","bizni oʻlchov birliklarimiz ikki xil boʻlsa ham, lekin ular mos keladigan boʻlsa, ularni bir turdan ikkinchi turga oʻtkazib, amalni bajarib berar ekan. Keling bu kodni koʻchirib olamiz-a.",bizni o'lchov birliklarimiz ikki xil bo'lsa ham lekin ular mos keladigan bo'lsa ularni bir turdan ikkinchi turga o'tkazib amalni bajarib berar ekan keling bu kodni ko'chirib olamiz,bizni o'lchov birliklarimiz ikki xil bo'lsa ham lekin ular mos keladigan bo'lsa ularni bir turdan ikkinchi turga o'tkazib amalni bajarib berar ekan keling bu kodni ko'chirib olamiz-a,0.037,0.0111,0.9945,27,27
1338,17068.wav,13.3966875,train,125.0,19.0,Bugun biz sizlar bilan ikkinchi darsimiz va bugungi darsda SAS o'zi nima ekanligi va uning SSS dan farqini bilib olamiz.,Bugun bizlar sizlar bilan ikkinchi darsimizda va bugungi darsda Sas oʻzi nima ekanligi va uning SCSSdan farqini bilib olamiz.,bugun biz sizlar bilan ikkinchi darsimiz va bugungi darsda sas o'zi nima ekanligi va uning sss dan farqini bilib olamiz,bugun bizlar sizlar bilan ikkinchi darsimizda va bugungi darsda sas o'zi nima ekanligi va uning scssdan farqini bilib olamiz,0.2,0.0588,0.9712,20,19
1339,17069.wav,5.2426875,train,53.0,7.0,yozilganini ko'rib turibmiz. Keyingi qatorda font,lar yozilganini koʻrib turibmiz. Keyingi qatorda font,yozilganini ko'rib turibmiz keyingi qatorda font,lar yozilganini ko'rib turibmiz keyingi qatorda font,0.1667,0.0833,0.96,6,7
1340,17070.wav,10.88,train,161.0,21.0,"700 ni o'rniga yozilgan edi. Yana bir narsaga e'tibor bering, maplar immutable hisoblanadi, ya'ni siz map.set qilganingiz bilan uning qiymatlari o'zgarib qolmaydi.","700 ni oʻrniga yozilgandi. Yana bir narsaga eʼtibor bering, maplar immutable hisoblanadi, yaʼni siz map.set qilganingiz bilan uning qiymatlari oʻzgarib qolmaydi.",yetti yuzni o'rniga yozilgan edi yana bir narsaga e'tibor bering maplar immutable hisoblanadi ya'ni siz map set qilganingiz bilan uning qiymatlari o'zgarib qolmaydi,yetti yuzni o'rniga yozilgandi yana bir narsaga e'tibor bering maplar immutable hisoblanadi ya'ni siz map set qilganingiz bilan uning qiymatlari o'zgarib qolmaydi,0.087,0.0122,0.9939,23,22
1341,17074.wav,10.807375,train,94.0,13.0,Bugun bizni sizlar bilan 12-darsimiz va bugungi darsda at qoidasi haqida gaplashib o'tamiz.,Bugun bizlarni sizlar bilan 12-darsimiz va bugungi darsda at qoidasi haqida gaplashib oʻtamiz.,bugun bizni sizlar bilan o'n ikkinchi darsimiz va bugungi darsda at qoidasi haqida gaplashib o'tamiz,bugun bizlarni sizlar bilan o'n ikkinchi darsimiz va bugungi darsda at qoidasi haqida gaplashib o'tamiz,0.0667,0.03,0.9852,15,15
1342,17084.wav,15.48,train,213.0,28.0,"Parent selektor yana bu ota-ona tanlab oluvchisi deb ataladi va bu maxsus tanlab oluvchi bo'lib, ampersand, ya'ni quyidagi belgidan foydalanib, ichki tanlab oluvchidan tashqisiga murojaat qilish uchun ishlatilinadi.","Parent selector yana bu ota-ona tanlab oluvchisi deb ataladi va bu maxsus tanlab oluvchi bo'lib, ampersant ya'ni quyidagi belgidan foydalanib ichki tanlab oluvchidan tashqisiga murojaat qilish uchun ishlatilinadi.",parent selektor yana bu ota-ona tanlab oluvchisi deb ataladi va bu maxsus tanlab oluvchi bo'lib ampersand ya'ni quyidagi belgidan foydalanib ichki tanlab oluvchidan tashqisiga murojaat qilish uchun ishlatilinadi,parent selector yana bu ota-ona tanlab oluvchisi deb ataladi va bu maxsus tanlab oluvchi bo'lib ampersant ya'ni quyidagi belgidan foydalanib ichki tanlab oluvchidan tashqisiga murojaat qilish uchun ishlatilinadi,0.0714,0.0095,0.9905,28,28
1343,17104.wav,18.2666875,train,267.0,35.0,"testing bu juda foydali va CSSni tartibli qilishda katta yordam beradi, lekin uni noto'g'ri ishlatish veb sahifaning tezligiga salbiy ta'sir ko'rsatishi mumkin. Buni noto'g'ri ishlatishimiz mumkin bo'lgan holatlardan biri bu ortiqcha nesting qilib yuborish holatidir.","nesting bu juda foydali va CSSni tartibli qilishda katta yordam beradi, lekin uni noto'g'ri ishlatish veb sahifaning tezligiga salbiy ta'sir ko'rsatishi mumkin. Buni noto'g'ri ishlatishimiz mumkin bo'lgan holatlardan biri bu ortiqcha nesting qilib yuborish holatidir.",testing bu juda foydali va cssni tartibli qilishda katta yordam beradi lekin uni noto'g'ri ishlatish veb sahifaning tezligiga salbiy ta'sir ko'rsatishi mumkin buni noto'g'ri ishlatishimiz mumkin bo'lgan holatlardan biri bu ortiqcha nesting qilib yuborish holatidir,nesting bu juda foydali va cssni tartibli qilishda katta yordam beradi lekin uni noto'g'ri ishlatish veb sahifaning tezligiga salbiy ta'sir ko'rsatishi mumkin buni noto'g'ri ishlatishimiz mumkin bo'lgan holatlardan biri bu ortiqcha nesting qilib yuborish holatidir,0.0286,0.0038,0.9962,35,35
1344,17107.wav,8.59,train,111.0,15.0,"imkoniyati mavjud. Demak, CSS ni o'zida import kalit so'zi mavjud, lekin SAS unga qo'shimcha ravishda","lashtirish imkoniyati mavjud. Demak, CSSni o'zida import kalit so'zi mavjud, lekin SAS unga qo'shimcha ravishda",imkoniyati mavjud demak css ni o'zida import kalit so'zi mavjud lekin sas unga qo'shimcha ravishda,lashtirish imkoniyati mavjud demak cssni o'zida import kalit so'zi mavjud lekin sas unga qo'shimcha ravishda,0.2,0.1224,0.9417,15,15
1345,17115.wav,9.6266875,train,91.0,12.0,"Keyingi xossalar nesting bo'layotganini ko'rib turibmiz. Demak, bu font ichida family size","keyingi xossalar nesting boʻlayotganini koʻrib turibmiz. Demak, bu font ichida family, size",keyingi xossalar nesting bo'layotganini ko'rib turibmiz demak bu font ichida family size,keyingi xossalar nesting bo'layotganini ko'rib turibmiz demak bu font ichida family size,0.0,0.0,1.0,12,12
1346,17124.wav,14.213375,train,185.0,26.0,"ya'ni tashqi selektor qilib yozib olib, uni ichiga qolgan selektorni yozib olishingiz mumkin ekan. Keling buni endi ko'chirib olib, albatta amalda ko'ramiz. Demak kodni ko'chirib oldim.","ya'ni tashqi selector qilib yozib olib, uni ichida qolgan selectorni yozib olishingiz mumkin ekan. Keling buni endi ko'chirib olib, albatta amalda ko'ramiz. Demak kodni ko'chirib oldim.",ya'ni tashqi selektor qilib yozib olib uni ichiga qolgan selektorni yozib olishingiz mumkin ekan keling buni endi ko'chirib olib albatta amalda ko'ramiz demak kodni ko'chirib oldim,ya'ni tashqi selector qilib yozib olib uni ichida qolgan selectorni yozib olishingiz mumkin ekan keling buni endi ko'chirib olib albatta amalda ko'ramiz demak kodni ko'chirib oldim,0.1154,0.0167,0.9833,26,26
1347,17137.wav,6.71,train,81.0,13.0,"kod. Demak, bu yerda oddiy izoh va bu yerda mana ko'rishingiz mumkin, o'zgaruvchi","kod. Demak, bu yerda oddiy izoh va bu yerda mana koʻrishingiz mumkin, oʻzgaruvchi",kod demak bu yerda oddiy izoh va bu yerda mana ko'rishingiz mumkin o'zgaruvchi,kod demak bu yerda oddiy izoh va bu yerda mana ko'rishingiz mumkin o'zgaruvchi,0.0,0.0,1.0,13,13
1348,17151.wav,17.45,train,280.0,39.0,"ampersand chiziqcha chiziqcha copy qo'yilishi kerak bo'ladi va bu holatda bu accordion ikki past chiziqcha copy klassi hisoblanar ekan. Demak, bu ham tushunarli bo'ldi va albatta, parent selector haqida ko'proq ma'lumotga ega bo'lish uchun quyidagi sahifaga o'tib, yanada ko'proq","ampersand chiziqcha chiziqcha copy qoʻyilishi kerak boʻladi va bu holatda bu akkordion ikki pastki chiziqcha copy klassi hisoblanar ekan. Demak, bu ham tushunarli boʻldi va albatta parent selector haqida koʻproq maʼlumotga ega boʻlish uchun quyidagi sahifaga oʻtib, yanada koʻproq",ampersand chiziqcha chiziqcha copy qo'yilishi kerak bo'ladi va bu holatda bu accordion ikki past chiziqcha copy klassi hisoblanar ekan demak bu ham tushunarli bo'ldi va albatta parent selector haqida ko'proq ma'lumotga ega bo'lish uchun quyidagi sahifaga o'tib yanada ko'proq,ampersand chiziqcha chiziqcha copy qo'yilishi kerak bo'ladi va bu holatda bu akkordion ikki pastki chiziqcha copy klassi hisoblanar ekan demak bu ham tushunarli bo'ldi va albatta parent selector haqida ko'proq ma'lumotga ega bo'lish uchun quyidagi sahifaga o'tib yanada ko'proq,0.0513,0.0145,0.9312,39,39
1349,17167.wav,9.968,train,95.0,16.0,Endi esa buni ichida yana bir o'zgaruvchi yaratib olamiz va bu yerda endi secondary color deb,Endi esa buning ichida yana bir oʻzgaruvchi yaratib olamiz va bu yerda endi secondary color deb,endi esa buni ichida yana bir o'zgaruvchi yaratib olamiz va bu yerda endi secondary color deb,endi esa buning ichida yana bir o'zgaruvchi yaratib olamiz va bu yerda endi secondary color deb,0.0625,0.0215,0.9894,16,16
1350,17192.wav,14.51,train,201.0,27.0,"bizda, ya'ni yozayotgan CSS kodimizda figuralik qavslar va nuqta vergullar o'rniga space va keyingi qatorga enter o'tkazishdan foydalaniladi. Mana ko'rishingiz mumkin, bu yerda hech qanday nuqta vergul","mizda, yaʼni yozayotgan CSS kodimizda figuralik qavslar va nuqta vergullar oʻrniga space va keyingi qatorga enter oʻtkazishdan foydalaniladi. Mana koʻrishingiz mumkin, bu yerda hech qanday nuqta vergul",bizda ya'ni yozayotgan css kodimizda figuralik qavslar va nuqta vergullar o'rniga space va keyingi qatorga enter o'tkazishdan foydalaniladi mana ko'rishingiz mumkin bu yerda hech qanday nuqta vergul,mizda ya'ni yozayotgan css kodimizda figuralik qavslar va nuqta vergullar o'rniga space va keyingi qatorga enter o'tkazishdan foydalaniladi mana ko'rishingiz mumkin bu yerda hech qanday nuqta vergul,0.037,0.0051,0.9949,27,27
1351,17210.wav,14.64,train,223.0,28.0,"Mana ko'rishingiz mumkin, built-in modullaridan foydalanish juda oson, faqatgina ulardan qanday foydalanishni bilib olsak kifoya qiladi. Endi keling qisqacha modullar ro'yxatiga to'xtalib o'tamiz. Birinchi modulimiz bu Sass.","Mana koʻrishingiz mumkin, build in modullardan foydalanish juda oson, faqatgina ulardan qanday foydalanishni bilib olsak kifoya qiladi. Endi keling qisqacha modullar roʻyxatiga toʻxtalib oʻtamiz. Birinchi modulimiz bu Sass,",mana ko'rishingiz mumkin built-in modullaridan foydalanish juda oson faqatgina ulardan qanday foydalanishni bilib olsak kifoya qiladi endi keling qisqacha modullar ro'yxatiga to'xtalib o'tamiz birinchi modulimiz bu sass,mana ko'rishingiz mumkin build in modullardan foydalanish juda oson faqatgina ulardan qanday foydalanishni bilib olsak kifoya qiladi endi keling qisqacha modullar ro'yxatiga to'xtalib o'tamiz birinchi modulimiz bu sass,0.1111,0.0137,0.9382,27,28
1352,17233.wav,19.333375,train,238.0,36.0,"style CSS qismida bodyga background color ham berib o'tamiz, keling red saqlasak, mana CSS qismida background color red yozildi. Endi o'tsak mana orqa qismi demak qizil rangga o'tdi. Xohlasak bu yerda primary colordan tashqari white color","style CSS qismida bodyga background color ham berib oʻtamiz. Keling red saqlasak, mana CSS qismida background color red yozildi. Endi oʻtsak mana orqa qismi demak qizil rangga oʻtdi. Xohlasak bu yerda primary colordan tashqari white color",style css qismida bodyga background color ham berib o'tamiz keling red saqlasak mana css qismida background color red yozildi endi o'tsak mana orqa qismi demak qizil rangga o'tdi xohlasak bu yerda primary colordan tashqari white color,style css qismida bodyga background color ham berib o'tamiz keling red saqlasak mana css qismida background color red yozildi endi o'tsak mana orqa qismi demak qizil rangga o'tdi xohlasak bu yerda primary colordan tashqari white color,0.0,0.0,1.0,36,36
1353,17262.wav,18.2133125,train,266.0,32.0,"Xo'sh, endi keyingisini ko'ramiz. Bundan oldingisi, demak, ro'yxatdagi elementni olish bo'lsa, ya'ni indeksni ko'rsatib elementni olish, ikkinchisi esa ro'yxatga qo'shish hisoblanadi. Demak, ro'yxatga qo'shish uchun list.append funksiyasidan foydalanib, bu yerda","Xoʻsh, endi keyingisini koʻramiz. Bundan oldingisi demak, roʻyxatdagi elementni olish boʻlsa, yaʼni indeksni koʻrsatib elementni olish, ikkinchisi esa roʻyxatga qoʻshish hisoblanadi. Demak roʻyxatga qoʻshish uchun list nuqta append funksiyasidan foydalanib, bu yerda",xo'sh endi keyingisini ko'ramiz bundan oldingisi demak ro'yxatdagi elementni olish bo'lsa ya'ni indeksni ko'rsatib elementni olish ikkinchisi esa ro'yxatga qo'shish hisoblanadi demak ro'yxatga qo'shish uchun list append funksiyasidan foydalanib bu yerda,xo'sh endi keyingisini ko'ramiz bundan oldingisi demak ro'yxatdagi elementni olish bo'lsa ya'ni indeksni ko'rsatib elementni olish ikkinchisi esa ro'yxatga qo'shish hisoblanadi demak ro'yxatga qo'shish uchun list nuqta append funksiyasidan foydalanib bu yerda,0.0323,0.0237,0.9883,31,32
1354,17270.wav,19.0773125,train,273.0,38.0,"bo'lsak, mana ko'rishingiz mumkin, endi bizni SCSS faylimiz kompilyatsiya jarayonidan o'tgandan so'ng, style.css ko'rinishidagi fayl yaratildi. Bu yerda hozir hech qanday stillar yo'q, lekin biz slaydga qaytib o'tib, quyidagi kodni ko'chirib olib, bu yerga o'tib","gan boʻlsak, mana koʻrishingiz mumkin, endi bizni scss faylimiz kompilyatsiya jarayonidan oʻtgandan soʻng, style nuqta css koʻrinishidagi fayl yaratildi. Bu yerda hozir hech qanday stillar yoʻq, lekin biz slaydga qaytib oʻtib, quyidagi kodni koʻchirib olib, bu yerga oʻtib,",bo'lsak mana ko'rishingiz mumkin endi bizni scss faylimiz kompilyatsiya jarayonidan o'tgandan so'ng style css ko'rinishidagi fayl yaratildi bu yerda hozir hech qanday stillar yo'q lekin biz slaydga qaytib o'tib quyidagi kodni ko'chirib olib bu yerga o'tib,gan bo'lsak mana ko'rishingiz mumkin endi bizni scss faylimiz kompilyatsiya jarayonidan o'tgandan so'ng style nuqta css ko'rinishidagi fayl yaratildi bu yerda hozir hech qanday stillar yo'q lekin biz slaydga qaytib o'tib quyidagi kodni ko'chirib olib bu yerga o'tib,0.0556,0.0392,0.9808,36,38
1355,17273.wav,6.565375,train,59.0,7.0,Birinchi ifodaning qiymatini ikkinchisiga bo'lib beradi. Bu,birinchi ifodaning qiymatini ikkinchisiga bo'lib beradi. Bu,birinchi ifodaning qiymatini ikkinchisiga bo'lib beradi bu,birinchi ifodaning qiymatini ikkinchisiga bo'lib beradi bu,0.0,0.0,1.0,7,7
1356,17276.wav,16.07,train,252.0,31.0,"Masalan, bu yerda background color red ko'rsatib saqlaydigan bo'lsak, mana ko'rishingiz mumkin. Endi bu kompilyatorimiz o'zgarishlarni kuzatib turadi va o'zgartirishimiz bilan bu yerda ham o'zgarishini ko'rishimiz mumkin. Demak, mana ko'rishingiz mumkin.","masalan bu yerda background color red koʻrsatib saqlaydigan boʻlsak, mana koʻrishingiz mumkin, endi bu kompilyatorimiz oʻzgarishlarni kuzatib turadi va oʻzgartirishimiz bilan bu yerda ham oʻzgarishini koʻrishimiz mumkin. Demak mana koʻrishingiz mumkin,",masalan bu yerda background color red ko'rsatib saqlaydigan bo'lsak mana ko'rishingiz mumkin endi bu kompilyatorimiz o'zgarishlarni kuzatib turadi va o'zgartirishimiz bilan bu yerda ham o'zgarishini ko'rishimiz mumkin demak mana ko'rishingiz mumkin,masalan bu yerda background color red ko'rsatib saqlaydigan bo'lsak mana ko'rishingiz mumkin endi bu kompilyatorimiz o'zgarishlarni kuzatib turadi va o'zgartirishimiz bilan bu yerda ham o'zgarishini ko'rishimiz mumkin demak mana ko'rishingiz mumkin,0.0,0.0,1.0,31,31
1357,17281.wav,18.245375,train,241.0,33.0,blok ishga tushar ekan. False holatda esa blokni o'tkazib yuboradi. Ifoda deganda ifdan keyin ko'rsatadigan quyidagi qismga aytilar ekan. Uning umumiy ko'rinishi quyidagicha: kuchukcha if ifodamiz va bu yerda kod blokini yozib o'tishimiz,"blok ishga tushar ekan. false holatda esa blokni oʻtkazib yuboradi. Ifoda deganda ifdan keyin koʻrsatiladigan quyidagi qismga aytilar ekan. Uning umumiy koʻrinishi quyidagicha. Kuchukcha if, ifodamiz va bu yerda kod blokini yozib oʻtishimiz.",blok ishga tushar ekan false holatda esa blokni o'tkazib yuboradi ifoda deganda ifdan keyin ko'rsatadigan quyidagi qismga aytilar ekan uning umumiy ko'rinishi quyidagicha kuchukcha if ifodamiz va bu yerda kod blokini yozib o'tishimiz,blok ishga tushar ekan false holatda esa blokni o'tkazib yuboradi ifoda deganda ifdan keyin ko'rsatiladigan quyidagi qismga aytilar ekan uning umumiy ko'rinishi quyidagicha kuchukcha if ifodamiz va bu yerda kod blokini yozib o'tishimiz,0.0303,0.0086,0.9957,33,33
1358,17285.wav,19.344,train,258.0,35.0,"Aytib o'tilgan, demak, Sass texnologiyamiz bu stillarni tartibli, tezda va qulay yaratib olish uchun imkoniyat yaratar ekan. Endi esa Sassning rasmiy veb sahifasiga o'tamiz. Bu yerda ko'rishingiz mumkin, bu yerdagi yo'riqnomalarni o'qib chiqib, Sass bo'yicha","aytib oʻtilgan. Demak, Sass texnologiyamiz bu stillarni tartibli, tezda va qulay yaratib olish uchun imkoniyat yaratar ekan. Endi esa Sassning rasmiy veb sahifasiga oʻtamiz. Bu yerda koʻrishingiz mumkin. Bu yerdagi yoʻriqnomalarni oʻqib chiqib, Sass boʻyicha",aytib o'tilgan demak sass texnologiyamiz bu stillarni tartibli tezda va qulay yaratib olish uchun imkoniyat yaratar ekan endi esa sassning rasmiy veb sahifasiga o'tamiz bu yerda ko'rishingiz mumkin bu yerdagi yo'riqnomalarni o'qib chiqib sass bo'yicha,aytib o'tilgan demak sass texnologiyamiz bu stillarni tartibli tezda va qulay yaratib olish uchun imkoniyat yaratar ekan endi esa sassning rasmiy veb sahifasiga o'tamiz bu yerda ko'rishingiz mumkin bu yerdagi yo'riqnomalarni o'qib chiqib sass bo'yicha,0.0,0.0,1.0,35,35
1359,17288.wav,14.78,train,222.0,32.0,"nuqta alert danger, ya'ni elementimiz nuqta alert va yana bir vaqtning o'zida nuqta alert danger klassiga ega bo'lgan holatda, demak, stil berish uchun ishlatilar ekan. Demak, bu yerda ko'rishingiz mumkin, tepadagi kodimizni","nuqta alert danger yaʼni elementimiz nuqta alert va yana bir vaqtning oʻzida nuqta alert danger klassiga ega boʻlgan holatda demak stil berish uchun ishlatilinar ekan. Demak bu yerda koʻrishingiz mumkin, tepadagi kodimizni",nuqta alert danger ya'ni elementimiz nuqta alert va yana bir vaqtning o'zida nuqta alert danger klassiga ega bo'lgan holatda demak stil berish uchun ishlatilar ekan demak bu yerda ko'rishingiz mumkin tepadagi kodimizni,nuqta alert danger ya'ni elementimiz nuqta alert va yana bir vaqtning o'zida nuqta alert danger klassiga ega bo'lgan holatda demak stil berish uchun ishlatilinar ekan demak bu yerda ko'rishingiz mumkin tepadagi kodimizni,0.0312,0.0092,0.9954,32,32
1360,17295.wav,8.901375,train,128.0,19.0,"qanday holat kerak bo'lishini bilamiz. Bu yerda joysiz, demak, alert 2. hover ko'rinishiga ega bo'lishi kerak. Buni","bizga qanday holat kerak boʻlishini bilamiz. Bu yerda joysiz demak, alert ikki nuqta hover koʻrinishiga ega boʻlishi kerak. Buni",qanday holat kerak bo'lishini bilamiz bu yerda joysiz demak alert ikki hover ko'rinishiga ega bo'lishi kerak buni,bizga qanday holat kerak bo'lishini bilamiz bu yerda joysiz demak alert ikki nuqta hover ko'rinishiga ega bo'lishi kerak buni,0.1176,0.1062,0.9496,17,19
1361,17297.wav,18.992,train,287.0,37.0,"Dars rejasiga keladigan bo'lsak, u ikki qismdan tashkil topgan bo'ladi. Darsimizning birinchi qismida ""use"" qoidasini ko'rib chiqadigan bo'lsak, darsimizning oxirida ""import"" qoidasini tushunib olish bilan tugatib olamiz. Unda keling birinchi bo'lib ""use"" qanday qoida ekanligini bilib olamiz.","Dars rejasiga keladigan bo'lsak, u ikki qismdan tashkil topgan bo'ladi. Darsimizning birinchi qismida use qoidasini ko'rib chiqadigan bo'lsak, darsimizning oxirida import qoidasini tushunib olish bilan tugatib olamiz. Unda keling birinchi bo'lib use qanday qoida ekanligini bilib olamiz.",dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi darsimizning birinchi qismida use qoidasini ko'rib chiqadigan bo'lsak darsimizning oxirida import qoidasini tushunib olish bilan tugatib olamiz unda keling birinchi bo'lib use qanday qoida ekanligini bilib olamiz,dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi darsimizning birinchi qismida use qoidasini ko'rib chiqadigan bo'lsak darsimizning oxirida import qoidasini tushunib olish bilan tugatib olamiz unda keling birinchi bo'lib use qanday qoida ekanligini bilib olamiz,0.0,0.0,1.0,37,37
