path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
859527.wav,uzbek_voice,776 253,776 253,0.0,776 253,776 253,0.0,0.0,1.0,2,2
150098.wav,uzbek_voice,Teatr sahnasi bareleflar hamda frizlar bilan bezatilgan.,Teatr sahnasi bariliflar hamda frizlar bilan bezatilgan.,0.1429,Teatr sahnasi bareleflar hamda frizlar bilan bezatilgan.,Teatr sahnasi bariliflar hamda frizlar bilan bezatilgan.,0.1429,0.0357,0.9643,7,7
667210.wav,uzbek_voice,Qirg'izistonning Lyuksemburg qishlog'ida mikroavtobus va teplovoz to'qnashib ketdi.,Qirg'izistonning Lyuksemburg qishlog'ida mikroavtobus va teplovus to'qnashib ketdi.,0.125,Qirg'izistonning Lyuksemburg qishlog'ida mikroavtobus va teplovoz to'qnashib ketdi.,Qirg'izistonning Lyuksemburg qishlog'ida mikroavtobus va teplovus to'qnashib ketdi.,0.125,0.0241,0.9759,8,8
common_voice_uz_31875949.wav,common_voice,"Otingiz nima polvon yigit, dedi kulib.",Otingiz nima polvoniga? Dedik qurib.,0.6667,"Otingiz nima polvon yigit, dedi kulib.",Otingiz nima polvoniga? Dedik qurib.,0.6667,0.2368,0.8108,6,5
05886.wav,it,"991 dan o'tish bilan buni yana mashtabini kattalashtiradigan bo'lsak, endi LG va undan kichikroq bo'lgan holatlarda berkitish ko'rinishiga o'tdi. Agar buni kichraytirib, mana 990","991 dan o'tish bilan buni yana masshtabini kattalashtiradigan bo'lsak, endi LG va undan kichikroq bo'lgan holatlarda berkitish ko'rinishiga o'tdi. Agar buni kuchga tiritib, mana 991",0.1667,"991 dan o'tish bilan buni yana mashtabini kattalashtiradigan bo'lsak, endi LG va undan kichikroq bo'lgan holatlarda berkitish ko'rinishiga o'tdi. Agar buni kichraytirib, mana 990","991 dan o'tish bilan buni yana masshtabini kattalashtiradigan bo'lsak, endi LG va undan kichikroq bo'lgan holatlarda berkitish ko'rinishiga o'tdi. Agar buni kuchga tiritib, mana 991",0.1667,0.0393,0.9694,24,25
common_voice_uz_28907188.wav,common_voice,Xuddi shunday kartinalar ilingan.,Xuddi shunday kartinalar ilingan.,0.0,Xuddi shunday kartinalar ilingan.,Xuddi shunday kartinalar ilingan.,0.0,0.0,1.0,4,4
387005.wav,uzbek_voice,Venetsiya festivalining bosh sovrinini Filippin filmi qo'lga kiritdi.,Venetsiya festivalining bosh sovrinini Filippin filmi qo'lga kiritdi.,0.0,Venetsiya festivalining bosh sovrinini Filippin filmi qo'lga kiritdi.,Venetsiya festivalining bosh sovrinini Filippin filmi qo'lga kiritdi.,0.0,0.0,1.0,8,8
common_voice_uz_29592808.wav,common_voice,Mendan boshqa birov o'qib bo'pti.,Mendan boshqa birov o'qib bo'ldi.,0.2,Mendan boshqa birov o'qib bo'pti.,Mendan boshqa birov o'qib bo'ldi.,0.2,0.0606,0.9394,5,5
common_voice_uz_28894267.wav,common_voice,Biz buyuk ajdodlarimiz bilan faxrlanishimiz deb aytaman.,Biz buyuk ajdodlarimiz bilan faxrlanishimiz deb aytaman.,0.0,Biz buyuk ajdodlarimiz bilan faxrlanishimiz deb aytaman.,Biz buyuk ajdodlarimiz bilan faxrlanishimiz deb aytaman.,0.0,0.0,1.0,7,7
246428.wav,uzbek_voice,o'rash jarayonida xamirni cho'zish lozim,Urash jarayonida xamirni cho'zish lozim.,0.4,o'rash jarayonida xamirni cho'zish lozim,Urash jarayonida xamirni cho'zish lozim.,0.4,0.075,0.95,5,5
194969.wav,uzbek_voice,Tadbirda xonandaning yaqinlari va do'stlari ishtirok etdi.,Tadbirda xonandaning yaqinlari va do'stlari ishtirok etdi.,0.0,Tadbirda xonandaning yaqinlari va do'stlari ishtirok etdi.,Tadbirda xonandaning yaqinlari va do'stlari ishtirok etdi.,0.0,0.0,1.0,7,7
164813.wav,uzbek_voice,Shift qulashi oqibatida bir nafar qiz jabrlangan.,Shift qulashi oqibatida bir nafar qiz jabrlangan.,0.0,Shift qulashi oqibatida bir nafar qiz jabrlangan.,Shift qulashi oqibatida bir nafar qiz jabrlangan.,0.0,0.0,1.0,7,7
171989.wav,uzbek_voice,"Achinarlisi, yong'in oqibatida jabrlanganlar mavjud, deyiladi xabarda.","Achinarlisi, yong'in oqibatida jabrlanganlar mavjud, deyiladi xabarda.",0.0,"Achinarlisi, yong'in oqibatida jabrlanganlar mavjud, deyiladi xabarda.","Achinarlisi, yong'in oqibatida jabrlanganlar mavjud, deyiladi xabarda.",0.0,0.0,1.0,7,7
442642.wav,uzbek_voice,Bir necha mamlakatlar Olimpiadaga o'z sportchilarini yubormasligini e'lon qildi.,Bir necha mamlakatlar Olimpiadaga o'z sportchilarini yubormasligini e'lon qildi.,0.0,Bir necha mamlakatlar Olimpiadaga o'z sportchilarini yubormasligini e'lon qildi.,Bir necha mamlakatlar Olimpiadaga o'z sportchilarini yubormasligini e'lon qildi.,0.0,0.0,1.0,9,9
347660.wav,uzbek_voice,Hatto o'sha yiqilish ham futbolchining saviyasini ko'rsatib beradi.,Hatto o'sha yiqilish ham futbolchining saviyasini ko'rsatib beradi.,0.0,Hatto o'sha yiqilish ham futbolchining saviyasini ko'rsatib beradi.,Hatto o'sha yiqilish ham futbolchining saviyasini ko'rsatib beradi.,0.0,0.0,1.0,8,8
391992.wav,uzbek_voice,Maxfiy axborot qat'iy o'z doirasi uchun mo'ljallangan edi.,Maxfiy axborot qat'iy o'z doirasi uchun mo'ljallangan edi.,0.0,Maxfiy axborot qat'iy o'z doirasi uchun mo'ljallangan edi.,Maxfiy axborot qat'iy o'z doirasi uchun mo'ljallangan edi.,0.0,0.0,1.0,8,8
common_voice_uz_29445071.wav,common_voice,Astma belgilari boshqa kasallikdan darak beradi va ularning ba'zilari hayot uchun xavfli.,Asmar belgilari boshqa kasallikdan darak beradi va ularning ba'zilari hayot uchun xavfli.,0.0833,Astma belgilari boshqa kasallikdan darak beradi va ularning ba'zilari hayot uchun xavfli.,Asmar belgilari boshqa kasallikdan darak beradi va ularning ba'zilari hayot uchun xavfli.,0.0833,0.0225,0.9888,12,12
common_voice_uz_29252523.wav,common_voice,Hech biri bu bolaga yolg'on gapirish arzimas bir ish emasligini tushuntirmadi.,Hech biri bu bolaga yolg'on gapirish arzimas bir ishga emasligini tushuntirmadi.,0.0909,Hech biri bu bolaga yolg'on gapirish arzimas bir ish emasligini tushuntirmadi.,Hech biri bu bolaga yolg'on gapirish arzimas bir ishga emasligini tushuntirmadi.,0.0909,0.0256,0.9873,11,11
173334.wav,uzbek_voice,Matrosni bortga olishga kuchli to'lqin xalaqit bergan.,Madrusni bortga olishga kuchli to'liqni xalaqit bergan.,0.2857,Matrosni bortga olishga kuchli to'lqin xalaqit bergan.,Madrusni bortga olishga kuchli to'liqni xalaqit bergan.,0.2857,0.0926,0.9358,7,7
81887.wav,uzbek_voice,Bugungi so'rovnomamiz mavzusi aynan qo'rquvga bag'ishlanadi.,Bugungi so'rovnomamiz mavzusi aynan qo'rquvga bag'ishlanadi.,0.0,Bugungi so'rovnomamiz mavzusi aynan qo'rquvga bag'ishlanadi.,Bugungi so'rovnomamiz mavzusi aynan qo'rquvga bag'ishlanadi.,0.0,0.0,1.0,6,6
359549.wav,uzbek_voice,O'zbekiston xotin-qizlar qo'mitasi rahbariyatida o'zgarishlar yuz berdi.,O'zbekiston xotin-qizlar qo'mitasi rahbariyatida o'zgarishlari yuz berdi.,0.1429,O'zbekiston xotin-qizlar qo'mitasi rahbariyatida o'zgarishlar yuz berdi.,O'zbekiston xotin-qizlar qo'mitasi rahbariyatida o'zgarishlari yuz berdi.,0.1429,0.0139,0.9931,7,7
common_voice_uz_29624606.wav,common_voice,Strindberg shunday deb yozgandi.,Strinberg shunday deb yozgandi.,0.25,Strindberg shunday deb yozgandi.,Strinberg shunday deb yozgandi.,0.25,0.0312,0.9841,4,4
365560.wav,uzbek_voice,Bog'lanish uchun guruh a'zolarining telefon raqamlari ham berilgan.,Bog'lanish uchun guruh a'zolarining telefon raqamlari ham berilgan.,0.0,Bog'lanish uchun guruh a'zolarining telefon raqamlari ham berilgan.,Bog'lanish uchun guruh a'zolarining telefon raqamlari ham berilgan.,0.0,0.0,1.0,8,8
00000362.wav,news,faqat o'zimni karyeram to'g'risida yoki oilam to'g'risida aytib berishim mumkin. Men bilasizmi nimani o'ylab kelayotgan edim?,faqat o'zimni karyeram to'g'risida yoki oilam to'g'risida aytib berishim mumkin. Men bilasizmi nimani o'ylab kelayotgan edim?,0.0,faqat o'zimni karyeram to'g'risida yoki oilam to'g'risida aytib berishim mumkin. Men bilasizmi nimani o'ylab kelayotgan edim?,faqat o'zimni karyeram to'g'risida yoki oilam to'g'risida aytib berishim mumkin. Men bilasizmi nimani o'ylab kelayotgan edim?,0.0,0.0,1.0,16,16
152920.wav,uzbek_voice,Bunday mutaxassislar esa oliy o'quv yurtlarida shakllanadi.,Bunday mutaxassislar esa oliy o'quv yurtlarida shakllanadi.,0.0,Bunday mutaxassislar esa oliy o'quv yurtlarida shakllanadi.,Bunday mutaxassislar esa oliy o'quv yurtlarida shakllanadi.,0.0,0.0,1.0,7,7
50612.wav,uzbek_voice,Ofitsiant qiz jiddiy jarohat olmagan.,Ofitsiant qiz jiddiy jarohat olmagan.,0.0,Ofitsiant qiz jiddiy jarohat olmagan.,Ofitsiant qiz jiddiy jarohat olmagan.,0.0,0.0,1.0,5,5
663860.wav,uzbek_voice,Unda import mahsulotlari uchun bojlarni pasaytirish ko'zda tutilgan.,Unda import mahsulotlari uchun bojlarni pasaytirish ko'zda tutilgan.,0.0,Unda import mahsulotlari uchun bojlarni pasaytirish ko'zda tutilgan.,Unda import mahsulotlari uchun bojlarni pasaytirish ko'zda tutilgan.,0.0,0.0,1.0,8,8
473539.wav,uzbek_voice,Italiya ichki ishlar vaziri ekskavatorda mafiya villasini buzib tashladi.,Italiya ichki ishlar vaziri ekskavatorda mafiya villasini buzib tashladi.,0.0,Italiya ichki ishlar vaziri ekskavatorda mafiya villasini buzib tashladi.,Italiya ichki ishlar vaziri ekskavatorda mafiya villasini buzib tashladi.,0.0,0.0,1.0,9,9
common_voice_uz_31881189.wav,common_voice,Rossiyaning Suriyadagi harbiy bazasi yaqinida portlash sodir bo'ldi.,Rossiyaning Suriyadagi harbiy bazasi yaqinida portlash sodir bo'ldi.,0.0,Rossiyaning Suriyadagi harbiy bazasi yaqinida portlash sodir bo'ldi.,Rossiyaning Suriyadagi harbiy bazasi yaqinida portlash sodir bo'ldi.,0.0,0.0,1.0,8,8
183280.wav,uzbek_voice,Ukraina harbiylari Qrimni tark etishdan bosh tortdi.,Ukraina harbiylari Qrimni tark etishdan bosh tortdi.,0.0,Ukraina harbiylari Qrimni tark etishdan bosh tortdi.,Ukraina harbiylari Qrimni tark etishdan bosh tortdi.,0.0,0.0,1.0,7,7
713801.wav,uzbek_voice,vakillarimizning o'yinlarini onlayn kuzatib borish uchun havola ayollar erkaklar,vakillarimizning o'yinlarini onlayn kuzatib borish uchun havola ayollar erkaklar,0.0,vakillarimizning o'yinlarini onlayn kuzatib borish uchun havola ayollar erkaklar,vakillarimizning o'yinlarini onlayn kuzatib borish uchun havola ayollar erkaklar,0.0,0.0,1.0,9,9
04750.wav,it,"anaqa qilardim, ya'ni o'zim kod yozmasdan o'rin olganimda shuni oqlayman deb yurardim. O'sha haligi nima deydi?","naqqalarimni, ya'ni o'zimga kod yozmasdan o'rganda shuni oqlayman deb yurardim. O'sha haligi nima deydi?",0.3125,"anaqa qilardim, ya'ni o'zim kod yozmasdan o'rin olganimda shuni oqlayman deb yurardim. O'sha haligi nima deydi?","naqqalarimni, ya'ni o'zimga kod yozmasdan o'rganda shuni oqlayman deb yurardim. O'sha haligi nima deydi?",0.3125,0.1441,0.9209,16,14
450292.wav,uzbek_voice,Avvallari bu sana dekabrning uchinchi yakshanbasiga to'g'ri kelar edi.,Avvallari bu sana dekabrning uchinchi yakshanbasiga to'g'ri kelar edi.,0.0,Avvallari bu sana dekabrning uchinchi yakshanbasiga to'g'ri kelar edi.,Avvallari bu sana dekabrning uchinchi yakshanbasiga to'g'ri kelar edi.,0.0,0.0,1.0,9,9
common_voice_uz_28889397.wav,common_voice,Ana shu ikki o'lchov orasidagi farqdan ham binoning bo'yini topsa bo'ladi.,Ana shu ikki o'lchov orasidagi farqdan ham binoning bo'yini topsa bo'ladi.,0.0,Ana shu ikki o'lchov orasidagi farqdan ham binoning bo'yini topsa bo'ladi.,Ana shu ikki o'lchov orasidagi farqdan ham binoning bo'yini topsa bo'ladi.,0.0,0.0,1.0,11,11
444536.wav,uzbek_voice,Turkiya muxolifati referendum natijalarini bekor qilish uchun so'rov yo'lladi.,Turkiya muxolifati referendum natijalarini bekor qilish uchun so'rov yo'lladi.,0.0,Turkiya muxolifati referendum natijalarini bekor qilish uchun so'rov yo'lladi.,Turkiya muxolifati referendum natijalarini bekor qilish uchun so'rov yo'lladi.,0.0,0.0,1.0,9,9
181448.wav,uzbek_voice,Toshkent shahridagi saylov uchastkalarida saylov jarayonini kuzatdik.,Toshkent shahridagi saylov uchastkalarida saylov jarayonini kuzatdik.,0.0,Toshkent shahridagi saylov uchastkalarida saylov jarayonini kuzatdik.,Toshkent shahridagi saylov uchastkalarida saylov jarayonini kuzatdik.,0.0,0.0,1.0,7,7
180877.wav,uzbek_voice,Makaronlar brend logotipi tushirilgan oq qutilarga joylangan.,Makaronlar brend logotipi tushirilgan oq qutilarga joylangan.,0.0,Makaronlar brend logotipi tushirilgan oq qutilarga joylangan.,Makaronlar brend logotipi tushirilgan oq qutilarga joylangan.,0.0,0.0,1.0,7,7
107308.wav,uzbek_voice,Yana ikki erkak ko'chada otib o'ldirilgan.,Yana ikki erkak ko'chada otib bildirilgan.,0.1667,Yana ikki erkak ko'chada otib o'ldirilgan.,Yana ikki erkak ko'chada otib bildirilgan.,0.1667,0.0476,0.9524,6,6
841405.wav,uzbek_voice,"Farzandlaringizga ta'lim bering. Tezroq aql eksport qilmasak, bu faqat biz uchun zararga ishlaydi.","Farzandlaringizga ta'lim meng. Tezroq aql eksport qilmasak, bu faqat biz uchun zarurga ishlaydi.",0.1538,"Farzandlaringizga ta'lim bering. Tezroq aql eksport qilmasak, bu faqat biz uchun zararga ishlaydi.","Farzandlaringizga ta'lim meng. Tezroq aql eksport qilmasak, bu faqat biz uchun zarurga ishlaydi.",0.1538,0.0408,0.9691,13,13
784259.wav,uzbek_voice,Toshkent davlat pedagogika universiteti zamdekani talaba qizga zo'rlik ishlatib,Toshkent davlat pedagogika universiteti zamzikani talaba qizga zo'rlik ishlatib,0.1111,Toshkent davlat pedagogika universiteti zamdekani talaba qizga zo'rlik ishlatib,Toshkent davlat pedagogika universiteti zamzikani talaba qizga zo'rlik ishlatib,0.1111,0.0253,0.9747,9,9
00010877_1.wav,news,"Bir oddiyroq auditoriyaga tushunarli tilda aytadigan bo'lsak, bitta qishloqda hamma kartoshka yetishtiradi, o'zini qishlog'ida kartoshkani arzon sotadi, lekin tashqariga sotganda qimmatroq sotadi. Masalan, o'zini qishlog'ida 50 so'm, tashqarida bemalol 100 so'mga sotish mumkin. Nima qilyapti? Boshqalar kelib buni qishlog'idan xuddi qishlog'ini narxida olib, boshqa qishloqqa olib borib 100 so'mga sotyapti-da.","Bir oddiyroq auditoriyaga tushunarli tilda aytadigan bo'lsak, bitta qishlog'ida hamma kartochka yetishtiradi, o'zini qishlog'ida ishchi kartochkani arzon sotadi. Lekin tashqariga sotganda qimmatroq sotadi. Masalan, o'zini qishlog'ida elgisan, tashqarida bemalol 100 so'mga sotish mumkin. Nima qilyapti, boshqalar kelib buni qishlog'idan xuddi qishlog'in narxida olib, boshqa qishloqqa olib borib, 100 so'mga sotayotganda",0.26,"Bir oddiyroq auditoriyaga tushunarli tilda aytadigan bo'lsak, bitta qishloqda hamma kartoshka yetishtiradi, o'zini qishlog'ida kartoshkani arzon sotadi, lekin tashqariga sotganda qimmatroq sotadi. Masalan, o'zini qishlog'ida 50 so'm, tashqarida bemalol 100 so'mga sotish mumkin. Nima qilyapti? Boshqalar kelib buni qishlog'idan xuddi qishlog'ini narxida olib, boshqa qishloqqa olib borib 100 so'mga sotyapti-da.","Bir oddiyroq auditoriyaga tushunarli tilda aytadigan bo'lsak, bitta qishlog'ida hamma kartochka yetishtiradi, o'zini qishlog'ida ishchi kartochkani arzon sotadi. Lekin tashqariga sotganda qimmatroq sotadi. Masalan, o'zini qishlog'ida elgisan, tashqarida bemalol 100 so'mga sotish mumkin. Nima qilyapti, boshqalar kelib buni qishlog'idan xuddi qishlog'in narxida olib, boshqa qishloqqa olib borib, 100 so'mga sotayotganda",0.26,0.0779,0.8809,50,50
197399.wav,uzbek_voice,Sardoba to'g'onining yorilishi bo'yicha sud ishi boshlandi.,Sardoba to'g'onining yorilishi bo'yicha sud ishi boshlandi.,0.0,Sardoba to'g'onining yorilishi bo'yicha sud ishi boshlandi.,Sardoba to'g'onining yorilishi bo'yicha sud ishi boshlandi.,0.0,0.0,1.0,7,7
common_voice_uz_28888593.wav,common_voice,Shunga o'xshash misolni oldinroq bir tavsiya qilgan kitobimda ham berishgan.,Shunga o'xshash misolini oldinroq bir tavsiya qilgan kitobimda ham berishgan.,0.1,Shunga o'xshash misolni oldinroq bir tavsiya qilgan kitobimda ham berishgan.,Shunga o'xshash misolini oldinroq bir tavsiya qilgan kitobimda ham berishgan.,0.1,0.0132,0.9935,10,10
common_voice_uz_28861501.wav,common_voice,Lekin hozir ham o'qisa bo'ladi.,Lekin hozir ham o'qisa bo'ladi.,0.0,Lekin hozir ham o'qisa bo'ladi.,Lekin hozir ham o'qisa bo'ladi.,0.0,0.0,1.0,5,5
00002454_0.wav,news,"Shahruxbek Alibekov esa o'zining Twitterdagi sahifasida Toshkentda qurilishga moratoriy e'lon qilish kerak deb yozgan. Shuningdek, ijtimoiy tarmoq foydalanuvchilari ham Toshkent shahridagi havo iflosligi bu darajaga kelishiga daraxtlar kesilishi, qurilishlarning ko'pligini sabab qilib ko'rsatgan. Tarmoq foydalanuvchilaridan biri ishlab chiqarish bo'yicha lider Xitoyni nihoyat ortda qoldirdik deb yozsa, boshqa bir foydalanuvchi esa","Shohruxbek Alibekov esa o'zining Twitter'dagi sahifasida Toshkentda qurilishga, moratoriy e'lon qilish kerak deb yozgan. Shuningdek, ijtimoiy tarmoq foydalanuvchilari ham Toshkent shahridagi havo iflosligi bu darajaga kelishiga daraxtlar kesilishi qurilishlarning ko'pligini sabab qilib ko'rsatgan. Tarmoq foydalanuvchilaridan biri ishlab chiqarish bo'yicha lider Xitoyni nihoyat ortda qoldirdik deb yozsa, boshqa bir foydalanuvchi esa",0.08,"Shahruxbek Alibekov esa o'zining Twitterdagi sahifasida Toshkentda qurilishga moratoriy e'lon qilish kerak deb yozgan. Shuningdek, ijtimoiy tarmoq foydalanuvchilari ham Toshkent shahridagi havo iflosligi bu darajaga kelishiga daraxtlar kesilishi, qurilishlarning ko'pligini sabab qilib ko'rsatgan. Tarmoq foydalanuvchilaridan biri ishlab chiqarish bo'yicha lider Xitoyni nihoyat ortda qoldirdik deb yozsa, boshqa bir foydalanuvchi esa","Shohruxbek Alibekov esa o'zining Twitter'dagi sahifasida Toshkentda qurilishga, moratoriy e'lon qilish kerak deb yozgan. Shuningdek, ijtimoiy tarmoq foydalanuvchilari ham Toshkent shahridagi havo iflosligi bu darajaga kelishiga daraxtlar kesilishi qurilishlarning ko'pligini sabab qilib ko'rsatgan. Tarmoq foydalanuvchilaridan biri ishlab chiqarish bo'yicha lider Xitoyni nihoyat ortda qoldirdik deb yozsa, boshqa bir foydalanuvchi esa",0.08,0.0092,0.9942,50,50
364817.wav,uzbek_voice,"Jinoyat tafsilotlarini eshitgan kishi borki, taajjublanishi turgan gap.","Jinoyat tafsilotlarini eshitgan kishi borki, taajjublanishi turgan gap.",0.0,"Jinoyat tafsilotlarini eshitgan kishi borki, taajjublanishi turgan gap.","Jinoyat tafsilotlarini eshitgan kishi borki, taajjublanishi turgan gap.",0.0,0.0,1.0,8,8
common_voice_uz_28908221.wav,common_voice,Uni dardini eshitgan edi.,Uni dardini eshitgan edi.,0.0,Uni dardini eshitgan edi.,Uni dardini eshitgan edi.,0.0,0.0,1.0,4,4
00017702.wav,news,"nima o'sha vaqtda Isroilga yuborishmoqchi edi, Isroilga o'qishga, ishlashga, o'sha vaqtlari urush ketayotgan edi Isroilda.","Nima, o'sha vaqtda Isroilga yuborishmoqchi edi. Isroilga o'qishga, ishlashgan. O'sha vaqtlari urishib ketayotgan edi Isroilga.",0.4,"nima o'sha vaqtda Isroilga yuborishmoqchi edi, Isroilga o'qishga, ishlashga, o'sha vaqtlari urush ketayotgan edi Isroilda.","Nima, o'sha vaqtda Isroilga yuborishmoqchi edi. Isroilga o'qishga, ishlashgan. O'sha vaqtlari urishib ketayotgan edi Isroilga.",0.4,0.082,0.9355,15,15
829823.wav,uzbek_voice,Taqdirni o'z qo'liga olib harakat qilishga vaqtim yo'q demaslik kerak.,Taqdirni o'z qo'liga olib harakat qilishga vaqtim yo'q demaslik kerak.,0.0,Taqdirni o'z qo'liga olib harakat qilishga vaqtim yo'q demaslik kerak.,Taqdirni o'z qo'liga olib harakat qilishga vaqtim yo'q demaslik kerak.,0.0,0.0,1.0,10,10
359482.wav,uzbek_voice,Uchrashuvda tomonlarni qiziqtirgan boshqa masalalar ham ko'rib chiqildi.,Uchrashuvda tomonlarni qiziqtirgan boshqa masalalar ham ko'rib chiqildi.,0.0,Uchrashuvda tomonlarni qiziqtirgan boshqa masalalar ham ko'rib chiqildi.,Uchrashuvda tomonlarni qiziqtirgan boshqa masalalar ham ko'rib chiqildi.,0.0,0.0,1.0,8,8
37591.wav,uzbek_voice,Hurmatli bosh vazirga minnatdorlik bildiraman.,Hurmatli bosh vazirga minnatdorlik bildiraman.,0.0,Hurmatli bosh vazirga minnatdorlik bildiraman.,Hurmatli bosh vazirga minnatdorlik bildiraman.,0.0,0.0,1.0,5,5
475052.wav,uzbek_voice,"Ba'zan sochni olamiz deb boshni olib yuboryapmiz, deydi deputat.","Ba'zan sochini olamiz deb boshini olib yuboryapmiz, deydi deputat.",0.2222,"Ba'zan sochni olamiz deb boshni olib yuboryapmiz, deydi deputat.","Ba'zan sochini olamiz deb boshini olib yuboryapmiz, deydi deputat.",0.2222,0.0312,0.9846,9,9
common_voice_uz_28913444.wav,common_voice,"Qissadan hissa: Amerikada guvohnoma olish oson, lekin avariya kam.","Issidan hissa Amerikada guvohnoma olish oson, lekin alalek ham.",0.4444,"Qissadan hissa: Amerikada guvohnoma olish oson, lekin avariya kam.","Issidan hissa Amerikada guvohnoma olish oson, lekin alalek ham.",0.4444,0.1515,0.8682,9,9
173226.wav,uzbek_voice,O'zbekiston prezidentining rafiqasi Xitoydagi yopiq shaharda bo'ldi.,O'zbekiston Prezidentining rafiqasi Xitoydagi yopiq shaharda bo'ldi.,0.1429,O'zbekiston prezidentining rafiqasi Xitoydagi yopiq shaharda bo'ldi.,O'zbekiston Prezidentining rafiqasi Xitoydagi yopiq shaharda bo'ldi.,0.1429,0.0147,0.9853,7,7
117478.wav,uzbek_voice,Xiaomi kompaniyasi ikkita displeyli smartfon yaratmoqda.,Xiaomi kompaniyasi ikkita displeyli smartfon yaratmoqda.,0.0,Xiaomi kompaniyasi ikkita displeyli smartfon yaratmoqda.,Xiaomi kompaniyasi ikkita displeyli smartfon yaratmoqda.,0.0,0.0,1.0,6,6
99826.wav,uzbek_voice,Oziq-ovqat sanoati uyushmasiga rais tayinlandi.,Oziq-ovqat sanoati uyushmasiga rais tayinlandi.,0.0,Oziq-ovqat sanoati uyushmasiga rais tayinlandi.,Oziq-ovqat sanoati uyushmasiga rais tayinlandi.,0.0,0.0,1.0,5,5
00019306_0.wav,news,"Oila bo'ladi, uy bo'ladi, mashina bo'ladi, yaxshi bo'ladi, xudo xohlasa. Bu yeradami O'zbekistonmi farqi yo'q. Bu ikkinchi masala. Bu bitta sandiq, vibor, tanlov. Tanlov. Ikkinchisi, bu juda ham riskovniy tanlov, bu","Oila bo'ladi, uy bo'ladi, mashina bo'ladi, yaxshi bo'ladi, Xudo xohlasa. Bu yerda ham O'zbekiston farqi yo'q. Bu ikkinchi masala. Bu bitta sandiq, g'iybur tanlov. Ikkinchisi, bu juda ham riskovanniy tanlov. Bu",0.2903,"Oila bo'ladi, uy bo'ladi, mashina bo'ladi, yaxshi bo'ladi, xudo xohlasa. Bu yeradami O'zbekistonmi farqi yo'q. Bu ikkinchi masala. Bu bitta sandiq, vibor, tanlov. Tanlov. Ikkinchisi, bu juda ham riskovniy tanlov, bu","Oila bo'ladi, uy bo'ladi, mashina bo'ladi, yaxshi bo'ladi, Xudo xohlasa. Bu yerda ham O'zbekiston farqi yo'q. Bu ikkinchi masala. Bu bitta sandiq, g'iybur tanlov. Ikkinchisi, bu juda ham riskovanniy tanlov. Bu",0.2903,0.1116,0.6887,31,31
common_voice_uz_29013428.wav,common_voice,Men tushdan keyin ikkinchi smenada o'qiganim uchun akamning maktabdan qaytishini kutardim.,Men tushdan keyin ikkinchisi meni o'qiganim uchun akamning maktabdan qaytishini kutardim.,0.1818,Men tushdan keyin ikkinchi smenada o'qiganim uchun akamning maktabdan qaytishini kutardim.,Men tushdan keyin ikkinchisi meni o'qiganim uchun akamning maktabdan qaytishini kutardim.,0.1818,0.0667,0.9609,11,11
13236.wav,it,"Hattoki mana shu katta kompaniyalarni o'zida ham aytiladi, universitet diplomi bo'lmasa ham ishga olinish haqida.","Hattoki mana shu katta kompaniyaning o'zida ham aytiladi, shu universitet diplomi bo'lmasa ham ishga olinish haqida.",0.1333,"Hattoki mana shu katta kompaniyalarni o'zida ham aytiladi, universitet diplomi bo'lmasa ham ishga olinish haqida.","Hattoki mana shu katta kompaniyaning o'zida ham aytiladi, shu universitet diplomi bo'lmasa ham ishga olinish haqida.",0.1333,0.0708,0.9607,15,16
common_voice_uz_29435464.wav,common_voice,Ko'pincha u orqaga qaraydi.,Ko'pincha u orqaga qaraydi.,0.0,Ko'pincha u orqaga qaraydi.,Ko'pincha u orqaga qaraydi.,0.0,0.0,1.0,4,4
common_voice_uz_28924090.wav,common_voice,yangi chiqqan kitobgina emasdi,yangi chiqqan kitobgina emasdi.,0.25,yangi chiqqan kitobgina emasdi,yangi chiqqan kitobgina emasdi.,0.25,0.0333,0.9836,4,4
81881.wav,uzbek_voice,Ellikqal'a tumani hokimining virtual qabulxonasi ochildi.,Elikxona tumani hokimining virtual qabrxonasi ochildi.,0.3333,Ellikqal'a tumani hokimining virtual qabulxonasi ochildi.,Elikxona tumani hokimining virtual qabrxonasi ochildi.,0.3333,0.1228,0.9009,6,6
common_voice_uz_29727953.wav,common_voice,"Ro'molning pulini Alloh yo'lida bergan ekansiz, u ulug' va boydir.","Romolning pulini Alloh yo'lida bergan ekansiz, u ulug' va boydir.",0.1,"Ro'molning pulini Alloh yo'lida bergan ekansiz, u ulug' va boydir.","Romolning pulini Alloh yo'lida bergan ekansiz, u ulug' va boydir.",0.1,0.0152,0.9924,10,10
343509.wav,uzbek_voice,Shu sababli biror jamoani alohida ajratib ko'rsatmagan bo'lardim.,Shu sababli biror jamoani alohida ajratib ko'rsatmagan bo'lardim.,0.0,Shu sababli biror jamoani alohida ajratib ko'rsatmagan bo'lardim.,Shu sababli biror jamoani alohida ajratib ko'rsatmagan bo'lardim.,0.0,0.0,1.0,8,8
